360;0,000003917
361;4,39358000E-06
362;4,92960000E-06
363;5,53214000E-06
364;6,20825000E-06
365;6,96500000E-06
366;7,81322000E-06
367;8,76734000E-06
368;9,83984000E-06
369;1,10432000E-05
370;1,23900000E-05
371;1,38864000E-05
372;1,55573000E-05
373;1,74430000E-05
374;1,95838000E-05
375;2,20200000E-05
376;2,48397000E-05
377;2,80413000E-05
378;3,15310000E-05
379;3,52152000E-05
380;3,90000000E-05
381;4,28264000E-05
382;4,69146000E-05
383;5,15896000E-05
384;5,71764000E-05
385;6,40000000E-05
386;7,23442000E-05
387;8,22122000E-05
388;9,35082000E-05
389;1,06136000E-04
390;1,20000000E-04
391;1,34984000E-04
392;1,51492000E-04
393;1,70208000E-04
394;1,91816000E-04
395;2,17000000E-04
396;2,46907000E-04
397;2,81240000E-04
398;3,18520000E-04
399;3,57267000E-04
400;3,96000000E-04
401;4,33715000E-04
402;4,73024000E-04
403;5,17876000E-04
404;5,72219000E-04
405;6,40000000E-04
406;7,24560000E-04
407;8,25500000E-04
408;9,41160000E-04
409;1,06988000E-03
410;1,21000000E-03
411;1,36209100E-03
412;1,53075200E-03
413;1,72036800E-03
414;1,93532300E-03
415;2,18000000E-03
416;2,45480000E-03
417;2,76400000E-03
418;3,11780000E-03
419;3,52640000E-03
420;4,00000000E-03
421;4,54624000E-03
422;5,15932000E-03
423;5,82928000E-03
424;6,54616000E-03
425;7,30000000E-03
426;8,08650700E-03
427;8,90872000E-03
428;9,76768000E-03
429;1,06644300E-02
430;1,16000000E-02
431;1,25731700E-02
432;1,35827200E-02
433;1,46296800E-02
434;1,57150900E-02
435;1,68400000E-02
436;1,80073600E-02
437;1,92144800E-02
438;2,04539200E-02
439;2,17182400E-02
440;2,30000000E-02
441;2,42946100E-02
442;2,56102400E-02
443;2,69585700E-02
444;2,83512500E-02
445;2,98000000E-02
446;3,13108300E-02
447;3,28836800E-02
448;3,45211200E-02
449;3,62257100E-02
450;3,80000000E-02
451;3,98466700E-02
452;4,17680000E-02
453;4,37660000E-02
454;4,58426700E-02
455;4,80000000E-02
456;5,02436800E-02
457;5,25730400E-02
458;5,49805600E-02
459;5,74587200E-02
460;6,00000000E-02
461;6,26019700E-02
462;6,52775200E-02
463;6,80420800E-02
464;7,09110900E-02
465;7,39000000E-02
466;7,70160000E-02
467;8,02664000E-02
468;8,36668000E-02
469;8,72328000E-02
470;9,09800000E-02
471;9,49175500E-02
472;9,90458400E-02
473;1,03367400E-01
474;1,07884600E-01
475;1,12600000E-01
476;1,17532000E-01
477;1,22674400E-01
478;1,27992800E-01
479;1,33452800E-01
480;1,39020000E-01
481;1,44676400E-01
482;1,50469300E-01
483;1,56461900E-01
484;1,62717700E-01
485;1,69300000E-01
486;1,76243100E-01
487;1,83558100E-01
488;1,91273500E-01
489;1,99418000E-01
490;2,08020000E-01
491;2,17119900E-01
492;2,26734500E-01
493;2,36857100E-01
494;2,47481200E-01
495;2,58600000E-01
496;2,70184900E-01
497;2,82293900E-01
498;2,95050500E-01
499;3,08578000E-01
500;3,23000000E-01
501;3,38402100E-01
502;3,54685800E-01
503;3,71698600E-01
504;3,89287500E-01
505;4,07300000E-01
506;4,25629900E-01
507;4,44309600E-01
508;4,63394400E-01
509;4,82939500E-01
510;5,03000000E-01
511;5,23569300E-01
512;5,44512000E-01
513;5,65690000E-01
514;5,86965300E-01
515;6,08200000E-01
516;6,29345600E-01
517;6,50306800E-01
518;6,70875200E-01
519;6,90842400E-01
520;7,10000000E-01
521;7,28185200E-01
522;7,45463600E-01
523;7,61969400E-01
524;7,77836800E-01
525;7,93200000E-01
526;8,08110400E-01
527;8,22496200E-01
528;8,36306800E-01
529;8,49491600E-01
530;8,62000000E-01
531;8,73810800E-01
532;8,84962400E-01
533;8,95493600E-01
534;9,05443200E-01
535;9,14850100E-01
536;9,23734800E-01
537;9,32092400E-01
538;9,39922600E-01
539;9,47225200E-01
540;9,54000000E-01
541;9,60256100E-01
542;9,66007400E-01
543;9,71260600E-01
544;9,76022500E-01
545;9,80300000E-01
546;9,84092400E-01
547;9,87418200E-01
548;9,90312800E-01
549;9,92811600E-01
550;9,94950100E-01
551;9,96710800E-01
552;9,98098300E-01
553;9,99112000E-01
554;9,99748200E-01
555;1,00000000E+00
556;9,99856700E-01
557;9,99304600E-01
558;9,98325500E-01
559;9,96898700E-01
560;9,95000000E-01
561;9,92600500E-01
562;9,89742600E-01
563;9,86444400E-01
564;9,82724100E-01
565;9,78600000E-01
566;9,74083700E-01
567;9,69171200E-01
568;9,63856800E-01
569;9,58134900E-01
570;9,52000000E-01
571;9,45450400E-01
572;9,38499200E-01
573;9,31162800E-01
574;9,23457600E-01
575;9,15400000E-01
576;9,07006400E-01
577;8,98277200E-01
578;8,89204800E-01
579;8,79781600E-01
580;8,70000000E-01
581;8,59861300E-01
582;8,49392000E-01
583;8,38622000E-01
584;8,27581300E-01
585;8,16300000E-01
586;8,04794700E-01
587;7,93082000E-01
588;7,81192000E-01
589;7,69154700E-01
590;7,57000000E-01
591;7,44754100E-01
592;7,32422400E-01
593;7,20003600E-01
594;7,07496500E-01
595;6,94900000E-01
596;6,82219200E-01
597;6,69471600E-01
598;6,56674400E-01
599;6,43844800E-01
600;6,31000000E-01
601;6,18155500E-01
602;6,05314400E-01
603;5,92475600E-01
604;5,79637900E-01
605;5,66800000E-01
606;5,53961100E-01
607;5,41137200E-01
608;5,28352800E-01
609;5,15632300E-01
610;5,03000000E-01
611;4,90468800E-01
612;4,78030400E-01
613;4,65677600E-01
614;4,53403200E-01
615;4,41200000E-01
616;4,29080000E-01
617;4,17036000E-01
618;4,05032000E-01
619;3,93032000E-01
620;3,81000000E-01
621;3,68918400E-01
622;3,56827200E-01
623;3,44776800E-01
624;3,32817600E-01
625;3,21000000E-01
626;3,09338100E-01
627;2,97850400E-01
628;2,86593600E-01
629;2,75624500E-01
630;2,65000000E-01
631;2,54763200E-01
632;2,44889600E-01
633;2,35334400E-01
634;2,26052800E-01
635;2,17000000E-01
636;2,08161600E-01
637;1,99548800E-01
638;1,91155200E-01
639;1,82974400E-01
640;1,75000000E-01
641;1,67223500E-01
642;1,59646400E-01
643;1,52277600E-01
644;1,45125900E-01
645;1,38200000E-01
646;1,31500300E-01
647;1,25024800E-01
648;1,18779200E-01
649;1,12769100E-01
650;1,07000000E-01
651;1,01476200E-01
652;9,61886400E-02
653;9,11229600E-02
654;8,62648500E-02
655;8,16000000E-02
656;7,71206400E-02
657;7,28255200E-02
658;6,87100800E-02
659;6,47697600E-02
660;6,10000000E-02
661;5,73962100E-02
662;5,39550400E-02
663;5,06737600E-02
664;4,75496500E-02
665;4,45800000E-02
666;4,17587200E-02
667;3,90849600E-02
668;3,65638400E-02
669;3,42004800E-02
670;3,20000000E-02
671;2,99626100E-02
672;2,80766400E-02
673;2,63293600E-02
674;2,47080500E-02
675;2,32000000E-02
676;2,18007700E-02
677;2,05011200E-02
678;1,92810800E-02
679;1,81206900E-02
680;1,70000000E-02
681;1,59037900E-02
682;1,48371800E-02
683;1,38106800E-02
684;1,28347800E-02
685;1,19200000E-02
686;1,10683100E-02
687;1,02733900E-02
688;9,53331100E-03
689;8,84615700E-03
690;8,21000000E-03
691;7,62378100E-03
692;7,08542400E-03
693;6,59147600E-03
694;6,13848500E-03
695;5,72300000E-03
696;5,34305900E-03
697;4,99579600E-03
698;4,67640400E-03
699;4,38007500E-03
700;4,10200000E-03
701;3,83845300E-03
702;3,58909900E-03
703;3,35421900E-03
704;3,13409300E-03
705;2,92900000E-03
706;2,73813900E-03
707;2,55987600E-03
708;2,39324400E-03
709;2,23727500E-03
710;2,09100000E-03
711;1,95358700E-03
712;1,82458000E-03
713;1,70358000E-03
714;1,59018700E-03
715;1,48400000E-03
716;1,38449600E-03
717;1,29126800E-03
718;1,20409200E-03
719;1,12274400E-03
720;1,04700000E-03
721;9,76590000E-04
722;9,11109000E-04
723;8,50133000E-04
724;7,93238000E-04
725;7,40000000E-04
726;6,90083000E-04
727;6,43310000E-04
728;5,99496000E-04
729;5,58455000E-04
730;5,20000000E-04
731;4,83914000E-04
732;4,50053000E-04
733;4,18345000E-04
734;3,88718000E-04
735;3,61100000E-04
736;3,35384000E-04
737;3,11440000E-04
738;2,89166000E-04
739;2,68454000E-04
740;2,49200000E-04
741;2,31302000E-04
742;2,14686000E-04
743;1,99288000E-04
744;1,85048000E-04
745;1,71900000E-04
746;1,59778000E-04
747;1,48604000E-04
748;1,38302000E-04
749;1,28793000E-04
750;1,20000000E-04
751;1,11860000E-04
752;1,04322000E-04
753;9,73356000E-05
754;9,08459000E-05
755;8,48000000E-05
756;7,91467000E-05
757;7,38580000E-05
758;6,89160000E-05
759;6,43027000E-05
760;6,00000000E-05
761;5,59819000E-05
762;5,22256000E-05
763;4,87184000E-05
764;4,54475000E-05
765;4,24000000E-05
766;3,95610000E-05
767;3,69151000E-05
768;3,44487000E-05
769;3,21482000E-05
770;3,00000000E-05
771;2,79913000E-05
772;2,61136000E-05
773;2,43602000E-05
774;2,27246000E-05
775;2,12000000E-05
776;1,97786000E-05
777;1,84529000E-05
778;1,72169000E-05
779;1,60646000E-05
780;1,49900000E-05
781;1,39873000E-05
782;1,30516000E-05
783;1,21782000E-05
784;1,13625000E-05
785;1,06000000E-05
786;9,88588000E-06
787;9,21730000E-06
788;8,59236000E-06
789;8,00913000E-06
790;7,46570000E-06
791;6,95957000E-06
792;6,48800000E-06
793;6,04870000E-06
794;5,63940000E-06
795;5,25780000E-06
796;4,90177000E-06
797;4,56972000E-06
798;4,26019000E-06
799;3,97174000E-06
800;3,70290000E-06
801;3,45216000E-06
802;3,21830000E-06
803;3,00030000E-06
804;2,79714000E-06
805;2,60780000E-06
806;2,43122000E-06
807;2,26653000E-06
808;2,11301000E-06
809;1,96994000E-06
810;1,83660000E-06
811;1,71223000E-06
812;1,59623000E-06
813;1,48809000E-06
814;1,38731000E-06
815;1,29340000E-06
816;1,20582000E-06
817;1,12414000E-06
818;1,04801000E-06
819;9,77058000E-07
820;9,10930000E-07
821;8,49251000E-07
822;7,91721000E-07
823;7,38090000E-07
824;6,88110000E-07
825;6,41530000E-07
826;5,98090000E-07
827;5,57575000E-07
828;5,19808000E-07
829;4,84612000E-07
830;4,51810000E-07